"","gene","O20_384Bulk_Plate2_S356.gencode.vM19","P11_384Bulk_Plate2_S371.gencode.vM19","K9_384Bulk_Plate2_S249.gencode.vM19","I13_384Bulk_Plate2_S205.gencode.vM19","F11_384Bulk_Plate1_S131.gencode.vM19","G3_384Bulk_Plate1_S147.gencode.vM19","G8_384Bulk_Plate2_S152.gencode.vM19","C19_384Bulk_Plate2_S67.gencode.vM19"
"26603","Gm37602",13,24,34,16,35,30,57,12
"26604","Gm37603",1,0,9,1,0,1,0,0
"26605","Gm37604",0,0,7,1,10,8,3,3
"26606","Gm37606",56,25,34,28,33,48,35,20
"26607","Gm37607",22,7,10,20,11,7,4,8
"26608","Gm37608",2,3,2,0,3,0,1,0
"26609","Gm37609",0,3,6,6,0,4,2,0
"26610","Gm37610",2,3,0,3,6,4,1,3
"26611","Gm37611",25,8,17,16,32,18,18,3
"26612","Gm37612",4,5,1,2,11,3,0,5
"26613","Gm37613",0,1,7,4,6,3,6,2
"26614","Gm37614",0,2,0,0,0,0,0,0
"26615","Gm37616",1,0,4,5,5,0,0,0
"26616","Gm37617",0,0,1,2,6,1,0,0
"26617","Gm37618",5,15,15,9,7,4,3,4
"26618","Gm37619",0,0,4,0,8,1,0,0
"26619","Gm37620",1,0,0,6,5,2,0,0
"26620","Gm37621",63,17,63,69,73,48,39,19
"26621","Gm37622",0,0,1,3,0,1,0,3
"26622","Gm37623",12,3,9,2,7,10,6,5
"26623","Gm37624",0,0,0,0,0,0,1,0
"26624","Gm37625",1,4,14,21,4,20,12,0
"26625","Gm37626",11,8,23,21,10,35,7,6
"26626","Gm37627",0,0,0,0,0,0,0,0
"26627","Gm37628",27,10,8,13,11,14,22,2
"26628","Gm37629",1,7,7,11,3,7,2,4
"26629","Gm37630",5,7,0,5,5,4,6,5
"26630","Gm37631",0,0,0,1,2,0,4,0
"26631","Gm37632",2,5,5,6,5,22,10,7
"26632","Gm37633",8,1,15,6,22,10,8,3
"26633","Gm37634",0,0,0,0,0,0,0,0
"26634","Gm37635",0,0,0,0,0,0,0,0
"26635","Gm37636",4,0,1,7,1,1,0,0
"26636","Gm37637",7,2,5,11,8,11,8,4
"26637","Gm37638",10,1,9,2,1,9,0,4
"26638","Gm37639",17,7,18,9,12,34,5,15
"26639","Gm3764",10,6,11,5,13,32,16,1
"26640","Gm37640",4,8,10,6,4,7,0,4
"26641","Gm37641",0,0,4,0,4,0,3,0
"26642","Gm37642",2,5,22,10,14,21,14,11
"26643","Gm37643",5,9,1,11,15,8,9,1
"26644","Gm37644",10,3,11,7,6,3,4,5
"26645","Gm37645",13,15,29,28,28,37,24,7
"26646","Gm37646",0,6,3,3,6,0,0,0
"26647","Gm37647",6,3,5,10,2,6,6,1
"26648","Gm37648",15,10,13,17,14,31,9,0
"26649","Gm37649",2,2,3,4,2,8,5,5
"26650","Gm3765",1,1,0,1,9,1,1,0
"26651","Gm37650",0,1,3,4,1,2,0,1
"26652","Gm37651",3,7,3,13,6,12,6,1
"26653","Gm37652",9,4,12,9,8,11,2,3
"26654","Gm37653",34,29,15,23,36,20,30,12
"26655","Gm37654",0,0,0,0,0,0,0,0
"26656","Gm37655",19,5,27,23,19,11,16,11
"26657","Gm37656",0,0,0,0,0,0,0,0
"26658","Gm37657",0,0,0,0,0,0,1,0
"26659","Gm37658",0,1,3,2,5,0,3,0
"26660","Gm37659",1,1,2,0,3,3,1,0
"26661","Gm37660",14,3,11,15,9,8,13,8
"26662","Gm37661",0,0,0,3,6,0,2,0
"26663","Gm37662",0,0,8,3,6,2,4,0
"26664","Gm37663",60,50,49,65,57,55,51,23
"26665","Gm37664",27,3,20,5,7,6,4,0
"26666","Gm37665",0,0,0,0,0,0,0,0
"26667","Gm37666",12,7,12,1,5,12,10,4
"26668","Gm37667",0,1,2,0,0,0,3,0
"26669","Gm37668",4,6,6,5,2,10,0,0
"26670","Gm37669",7,0,1,4,4,3,1,0
"26671","Gm37670",4,1,1,0,1,0,0,0
"26672","Gm37671",3,6,1,5,10,14,5,0
"26673","Gm37672",7,19,26,29,25,23,25,8
"26674","Gm37673",6,4,0,6,4,8,0,7
"26675","Gm37674",19,8,7,7,10,9,2,4
"26676","Gm37675",15,7,7,10,3,16,8,7
"26677","Gm37676",0,0,0,0,0,0,0,0
"26678","Gm37677",56,54,42,62,67,53,45,49
"26679","Gm37678",10,0,6,0,1,6,6,2
"26680","Gm37679",4,3,5,1,1,4,12,0
"26681","Gm37681",9,0,2,2,7,9,7,0
"26682","Gm37682",0,1,3,0,0,0,3,0
"26683","Gm37684",0,0,1,0,2,1,0,0
"26684","Gm37685",3,8,4,4,22,13,4,6
"26685","Gm37686",14,18,31,28,27,13,17,4
"26686","Gm37687",0,0,0,0,0,0,0,0
"26687","Gm37688",0,2,0,2,3,0,0,2
"26688","Gm37689",1,0,4,0,0,1,4,0
"26689","Gm37690",0,3,0,1,1,0,5,0
"26690","Gm37691",7,6,0,6,12,2,6,6
"26691","Gm37692",3,0,0,2,1,0,0,0
"26692","Gm37693",2,0,1,1,0,0,1,0
"26693","Gm37694",20,18,11,17,18,29,25,7
"26694","Gm37695",0,0,2,3,1,0,0,0
"26695","Gm37696",0,4,8,6,11,4,4,1
"26696","Gm37697",3,3,6,2,15,4,2,1
"26697","Gm37698",1,0,2,2,1,1,1,0
"26698","Gm37700",0,5,10,1,2,6,8,4
"26699","Gm37701",2,0,2,0,0,4,4,1
"26700","Gm37702",7,11,9,11,17,9,23,4
"26701","Gm37703",3,6,4,5,9,10,9,6
"26702","Gm37706",16,22,42,21,40,44,20,14
"26703","Gm37707",0,0,3,1,0,0,1,0
"26704","Gm37708",0,1,1,7,7,11,2,1
"26705","Gm37709",3,3,2,1,3,0,2,0
"26706","Gm37710",3,3,15,10,4,4,5,8
"26707","Gm37711",0,2,0,0,2,3,4,0
"26708","Gm37712",7,0,2,5,1,4,5,0
"26709","Gm37713",0,1,0,1,0,2,0,0
"26710","Gm37714",0,0,0,0,0,0,0,0
"26711","Gm37715",13,0,2,0,1,1,4,1
"26712","Gm37716",1,4,2,0,5,1,5,1
"26713","Gm37717",14,6,17,11,8,19,6,2
"26714","Gm37718",17,27,11,10,22,21,17,4
"26715","Gm37719",1,1,0,0,0,4,1,1
"26716","Gm3772",8,11,6,1,22,8,3,2
"26717","Gm37720",24,11,23,18,45,23,27,27
"26718","Gm37721",0,0,0,0,0,3,2,0
"26719","Gm37722",9,4,0,3,5,1,2,0
"26720","Gm37723",0,0,1,0,0,3,0,0
"26721","Gm37724",0,0,1,1,0,0,0,0
"26722","Gm37725",11,8,12,2,11,6,2,0
"26723","Gm37726",22,6,3,18,17,26,34,5
"26724","Gm37727",3,1,15,2,14,5,9,0
"26725","Gm37728",49,54,47,48,46,33,79,40
"26726","Gm37729",0,1,0,2,5,9,0,0
"26727","Gm37730",11,4,9,2,6,11,8,0
"26728","Gm37731",0,0,4,2,0,9,1,0
"26729","Gm37732",0,0,0,2,0,0,0,0
"26730","Gm37733",14,12,9,18,20,10,9,4
"26731","Gm37734",0,0,0,0,0,0,0,0
"26732","Gm37735",5,11,12,14,22,19,3,5
"26733","Gm37736",37,49,27,40,35,42,24,32
"26734","Gm37737",0,1,2,2,1,4,3,0
"26735","Gm37738",11,8,11,15,28,20,20,10
"26736","Gm37739",0,0,0,0,0,0,0,0
"26737","Gm3774",1,0,2,3,1,1,1,0
"26738","Gm37740",0,0,0,0,0,0,0,0
"26739","Gm37741",0,0,4,2,1,0,0,0
"26740","Gm37742",11,4,15,19,8,25,16,5
"26741","Gm37743",3,0,1,0,0,1,0,0
"26742","Gm37744",0,3,1,0,1,2,0,2
"26743","Gm37745",35,23,44,47,48,67,52,6
"26744","Gm37746",0,0,0,0,0,0,0,0
"26745","Gm37747",15,0,9,9,17,21,14,3
"26746","Gm37748",0,0,1,3,0,0,0,2
"26747","Gm37749",5,0,15,2,18,9,17,3
"26748","Gm37750",0,3,1,0,0,0,0,2
"26749","Gm37751",3,0,1,1,3,5,0,1
"26750","Gm37752",2,1,7,5,12,3,13,3
"26751","Gm37753",0,0,0,0,3,0,0,0
"26752","Gm37754",3,2,0,0,9,2,3,0
"26753","Gm37755",8,7,11,5,10,20,14,5
"26754","Gm37756",0,0,4,1,3,4,3,2
"26755","Gm37757",5,0,3,1,3,6,2,1
"26756","Gm37758",0,0,0,0,0,3,3,0
"26757","Gm37759",0,8,0,1,17,8,3,0
"26758","Gm3776",8,4,4,14,18,2,13,11
"26759","Gm37760",22,13,26,6,17,19,13,4
"26760","Gm37761",12,7,2,7,8,8,17,0
"26761","Gm37762",10,11,12,10,24,36,21,0
"26762","Gm37763",0,0,0,4,3,0,0,0
"26763","Gm37764",5,6,2,5,17,13,0,0
"26764","Gm37765",0,0,0,0,0,0,0,0
"26765","Gm37766",6,0,8,0,10,10,3,2
"26766","Gm37767",12,3,7,1,0,3,2,0
"26767","Gm37768",9,31,23,3,22,12,6,9
"26768","Gm37769",12,10,4,9,5,15,12,3
"26769","Gm37770",1,3,9,4,10,9,2,4
"26770","Gm37771",2,3,0,4,0,1,3,0
"26771","Gm37772",1,4,0,0,0,0,0,0
"26772","Gm37773",15,7,5,1,18,0,8,1
"26773","Gm37774",0,0,0,0,0,1,0,0
"26774","Gm37775",5,3,17,4,10,21,10,6
"26775","Gm37776",21,13,15,13,19,21,14,16
"26776","Gm37777",27,19,18,17,43,30,14,14
"26777","Gm37778",0,0,1,0,2,6,0,0
"26778","Gm37779",1,6,1,5,5,12,6,1
"26779","Gm3778",2,2,5,8,14,4,12,0
"26780","Gm37780",18,28,29,21,33,28,41,12
"26781","Gm37781",11,3,5,4,15,11,4,0
"26782","Gm37782",0,0,0,3,0,0,2,0
"26783","Gm37783",74,47,36,68,36,69,52,40
"26784","Gm37784",1,0,0,0,4,0,5,0
"26785","Gm37785",7,9,3,4,13,2,5,0
"26786","Gm37786",0,2,6,9,6,4,0,2
"26787","Gm37787",0,1,0,0,0,3,0,0
"26788","Gm37788",32,16,26,11,11,34,11,22
"26789","Gm37789",8,11,4,1,7,16,6,4
"26790","Gm37790",6,3,2,9,8,5,5,3
"26791","Gm37791",11,3,2,2,2,2,0,0
"26792","Gm37792",7,5,20,6,10,13,4,2
"26793","Gm37793",0,0,0,0,0,0,0,0
"26794","Gm37795",18,12,5,14,17,10,16,10
"26795","Gm37796",2,6,0,1,0,0,0,0
"26796","Gm37797",0,0,8,7,6,0,0,0
"26797","Gm37798",0,0,0,0,0,0,0,0
"26798","Gm37799",0,1,0,0,0,2,0,0
"26799","Gm378",0,1,0,1,0,2,1,0
"26800","Gm37800",3,6,5,3,24,3,5,0
"26801","Gm37801",0,0,0,0,1,2,0,0
"26802","Gm37802",4,9,21,10,13,10,7,8
"26803","Gm37803",0,2,15,13,5,3,3,0
"26804","Gm37804",0,1,0,0,11,0,0,0
"26805","Gm37805",0,0,2,0,2,1,0,0
"26806","Gm37806",13,4,12,13,15,17,13,7
"26807","Gm37807",0,0,0,0,0,0,0,0
"26808","Gm37808",0,0,0,0,0,0,0,0
"26809","Gm37809",2,3,2,2,2,0,3,0
"26810","Gm37811",0,0,4,2,0,6,1,0
"26811","Gm37812",20,3,8,7,14,15,2,0
"26812","Gm37813",6,1,4,3,19,16,10,0
"26813","Gm37814",3,17,10,0,4,16,7,8
"26814","Gm37815",0,1,11,2,12,12,6,0
"26815","Gm37817",0,0,0,2,0,7,1,0
"26816","Gm37818",12,11,15,6,6,14,0,1
"26817","Gm37819",2,6,0,1,2,5,0,3
"26818","Gm37820",0,0,2,1,11,9,2,1
"26819","Gm37821",0,0,1,2,3,6,4,1
"26820","Gm37822",3,2,11,2,6,7,3,0
"26821","Gm37824",15,11,11,12,11,8,11,2
"26822","Gm37825",0,1,4,1,7,6,0,3
"26823","Gm37826",2,0,5,4,2,3,7,2
"26824","Gm37827",0,9,0,0,8,15,0,0
"26825","Gm37828",2,0,2,1,0,1,2,0
"26826","Gm37829",480,572,567,621,548,515,548,373
"26827","Gm37830",1,3,3,2,0,1,1,0
"26828","Gm37831",7,0,8,0,8,9,4,0
"26829","Gm37832",2,1,1,1,0,8,3,0
"26830","Gm37833",0,2,6,4,5,12,5,1
"26831","Gm37834",2,3,13,5,11,5,2,6
"26832","Gm37835",0,2,2,0,9,1,0,2
"26833","Gm37836",0,0,0,0,0,0,0,0
"26834","Gm37837",2,0,1,1,0,9,1,0
"26835","Gm37838",2,4,3,4,4,1,1,0
"26836","Gm37839",7,6,5,4,5,8,11,2
"26837","Gm37840",0,0,0,0,0,1,0,0
"26838","Gm37841",0,0,4,0,0,4,6,0
"26839","Gm37842",7,5,12,8,11,6,11,1
"26840","Gm37843",0,10,4,2,12,13,8,1
"26841","Gm37844",8,3,4,1,4,2,3,9
"26842","Gm37845",0,1,0,0,1,0,0,0
"26843","Gm37846",22,15,22,11,24,18,9,8
"26844","Gm37847",0,0,0,0,0,0,0,0
"26845","Gm37848",5,2,16,23,25,16,2,0
"26846","Gm37849",2,1,0,1,2,0,0,0
"26847","Gm3785",1,0,2,0,11,5,0,0
"26848","Gm37850",9,5,9,3,14,3,4,2
"26849","Gm37851",1,2,4,1,3,9,0,2
"26850","Gm37852",1,0,0,0,3,1,1,0
"26851","Gm37853",0,3,1,4,7,4,1,0
"26852","Gm37854",1,1,0,10,4,1,3,0
"26853","Gm37855",1,0,9,6,11,7,15,5
"26854","Gm37856",4,3,7,5,2,1,0,0
"26855","Gm37857",8,1,2,14,2,4,3,0
"26856","Gm37858",6,1,3,5,3,6,4,4
"26857","Gm37859",1,11,7,4,12,11,6,2
"26858","Gm3786",0,0,0,0,0,0,2,0
"26859","Gm37860",10,15,22,9,21,16,7,7
"26860","Gm37861",4,3,10,6,18,5,16,6
"26861","Gm37862",0,3,9,3,5,4,14,0
"26862","Gm37863",0,0,4,0,10,4,6,2
"26863","Gm37864",11,10,17,15,20,6,21,6
"26864","Gm37865",0,0,0,0,0,0,0,0
"26865","Gm37866",3,0,0,3,6,0,3,0
"26866","Gm37867",7,6,3,0,3,6,3,0
"26867","Gm37868",39,4,26,12,19,43,33,3
"26868","Gm37869",1,2,3,1,1,0,0,1
"26869","Gm3787",0,0,2,0,3,0,0,0
"26870","Gm37870",1,0,4,2,4,7,2,3
"26871","Gm37871",0,0,6,0,4,4,3,0
"26872","Gm37872",0,0,0,0,0,3,0,0
"26873","Gm37873",7,7,13,11,23,21,6,4
"26874","Gm37875",0,0,0,0,0,0,0,0
"26875","Gm37876",2,1,2,9,14,15,10,0
"26876","Gm37877",18,11,16,16,19,21,19,8
"26877","Gm37878",5,0,6,22,2,5,12,5
"26878","Gm37879",35,6,22,23,37,33,14,7
"26879","Gm3788",0,0,1,2,4,0,2,0
"26880","Gm37880",8,1,9,4,10,13,5,2
"26881","Gm37881",0,0,0,3,0,1,0,2
"26882","Gm37882",0,0,0,3,0,0,0,0
"26883","Gm37883",0,1,6,2,6,3,1,0
"26884","Gm37884",1,2,0,8,0,6,0,1
"26885","Gm37885",1,8,3,5,5,2,3,9
"26886","Gm37886",9,2,0,2,11,4,2,0
"26887","Gm37887",19,6,10,12,21,23,14,8
"26888","Gm37889",0,0,0,0,0,0,3,0
"26889","Gm37890",24,39,49,24,28,30,29,16
"26890","Gm37891",22,6,22,16,20,10,30,14
"26891","Gm37892",3,0,6,4,8,7,5,0
"26892","Gm37893",29,22,23,14,32,22,17,14
"26893","Gm37894",20,6,3,4,11,17,4,6
"26894","Gm37895",1,7,2,4,2,18,5,6
"26895","Gm37896",11,4,14,9,8,16,12,4
"26896","Gm37897",11,2,10,2,17,5,1,2
"26897","Gm37898",0,0,3,0,0,0,0,0
"26898","Gm37899",0,0,0,0,0,0,0,0
"26899","Gm379",0,0,0,0,0,0,0,0
"26900","Gm37900",16,8,10,16,23,9,7,11
"26901","Gm37901",0,0,0,0,0,6,0,0
"26902","Gm37902",7,8,12,14,12,19,5,15
"26903","Gm37903",1,1,3,0,1,0,1,0
"26904","Gm37904",3,2,4,0,3,3,4,0
"26905","Gm37905",1,2,0,0,0,0,0,0
"26906","Gm37906",35,23,37,32,21,14,17,19
"26907","Gm37907",8,3,4,0,1,5,2,1
"26908","Gm37908",4,0,2,0,0,4,0,0
"26909","Gm37909",1,5,5,2,5,10,7,4
"26910","Gm3791",25,33,35,15,21,37,39,19
"26911","Gm37910",0,0,0,0,3,3,1,0
"26912","Gm37911",1,10,12,9,14,11,13,0
"26913","Gm37912",3,1,0,4,2,1,2,0
"26914","Gm37913",0,3,1,0,0,0,0,0
"26915","Gm37914",18,12,11,8,26,10,8,12
"26916","Gm37915",1,0,0,4,6,2,0,0
"26917","Gm37916",2,8,14,2,10,15,7,4
"26918","Gm37917",0,0,0,0,0,0,0,0
"26919","Gm37918",3,3,2,0,4,1,0,1
"26920","Gm37920",0,0,0,0,6,0,1,0
"26921","Gm37921",1,0,0,0,0,2,0,0
"26922","Gm37922",2,0,0,3,3,1,1,0
"26923","Gm37923",0,0,0,0,0,0,0,0
"26924","Gm37924",2,3,4,3,3,5,3,1
"26925","Gm37925",1,6,19,5,34,29,9,1
"26926","Gm37926",12,3,6,9,12,6,4,0
"26927","Gm37927",0,0,0,0,3,0,0,0
"26928","Gm37928",10,22,33,6,20,18,18,6
"26929","Gm37929",1,1,1,5,3,0,4,1
"26930","Gm3793",3,8,15,8,4,2,3,3
"26931","Gm37930",10,6,16,36,17,11,12,3
"26932","Gm37931",19,15,25,12,19,26,12,10
"26933","Gm37932",14,3,9,1,6,7,2,1
"26934","Gm37933",6,0,1,2,1,0,1,0
"26935","Gm37934",6,1,1,5,0,0,2,0
"26936","Gm37935",2,7,2,4,3,2,2,0
"26937","Gm37936",10,4,4,5,11,16,16,10
"26938","Gm37937",0,0,0,0,0,0,0,0
"26939","Gm37939",0,0,0,0,0,0,0,0
"26940","Gm37940",32,30,34,50,44,80,44,11
"26941","Gm37941",3,21,9,15,20,12,22,5
"26942","Gm37942",0,0,1,0,0,3,1,0
"26943","Gm37943",17,8,21,16,14,17,9,7
"26944","Gm37944",0,1,4,0,0,4,0,1
"26945","Gm37945",5,1,4,1,8,4,4,3
"26946","Gm37946",2,8,10,5,3,18,7,0
"26947","Gm37947",3,3,1,0,5,2,2,0
"26948","Gm37948",0,0,0,0,3,0,0,0
"26949","Gm37949",150,121,105,161,146,172,111,88
"26950","Gm37950",0,0,0,0,0,2,0,0
"26951","Gm37951",2,4,3,1,6,0,0,0
"26952","Gm37952",0,0,0,0,2,0,0,0
"26953","Gm37953",36,9,22,23,45,24,21,13
"26954","Gm37954",24,37,23,38,23,48,21,33
"26955","Gm37955",4,10,7,1,9,3,6,4
"26956","Gm37956",1,2,3,2,7,7,2,1
"26957","Gm37957",0,3,2,0,7,2,2,0
"26958","Gm37958",0,0,0,0,6,0,0,0
"26959","Gm37959",8,4,11,7,8,4,3,1
"26960","Gm37960",20,4,10,14,14,15,7,13
"26961","Gm37961",0,0,0,0,0,0,0,0
"26962","Gm37962",39,10,10,32,20,20,8,2
"26963","Gm37963",11,9,4,1,19,12,7,0
"26964","Gm37964",2,4,19,12,8,14,11,9
"26965","Gm37965",9,2,8,0,4,5,3,3
"26966","Gm37966",1,0,10,0,2,7,0,0
"26967","Gm37967",2,1,11,16,6,1,3,5
"26968","Gm37968",1,2,11,10,13,13,8,8
"26969","Gm37969",9,6,9,5,10,13,8,5
"26970","Gm37970",2,0,4,0,10,7,2,1
"26971","Gm37971",4,5,17,17,10,14,21,6
"26972","Gm37972",0,4,3,3,2,1,4,4
"26973","Gm37973",9,0,2,2,2,9,4,0
"26974","Gm37974",0,0,0,0,0,0,0,0
"26975","Gm37975",1,3,4,2,4,4,1,3
"26976","Gm37976",2,0,0,7,7,6,3,0
"26977","Gm37977",0,3,2,4,3,2,0,0
"26978","Gm37978",10,2,2,4,11,9,12,7
"26979","Gm37979",7,1,4,3,12,29,3,11
"26980","Gm37980",17,8,10,1,13,14,11,0
"26981","Gm37981",0,1,0,0,2,0,2,0
"26982","Gm37982",6,3,6,5,3,5,8,9
"26983","Gm37983",9,1,1,4,11,8,13,1
"26984","Gm37984",6,1,1,0,14,7,6,0
"26985","Gm37985",230,172,265,196,289,323,215,46
"26986","Gm37986",7,4,2,3,1,2,2,3
"26987","Gm37987",0,0,0,0,0,0,0,0
"26988","Gm37988",1,1,0,3,0,0,1,0
"26989","Gm37989",0,0,1,0,0,5,1,0
"26990","Gm37990",0,0,0,0,0,0,0,0
"26991","Gm37991",0,1,0,0,1,0,0,0
"26992","Gm37993",1,6,2,0,3,3,6,2
"26993","Gm37994",1,0,2,0,5,1,2,0
"26994","Gm37995",1,1,1,0,2,3,7,2
"26995","Gm37996",2,0,2,0,1,0,3,0
"26996","Gm37997",1,0,2,1,1,0,1,0
"26997","Gm37998",0,0,0,0,0,0,0,0
"26998","Gm37999",0,7,14,3,10,1,10,0
"26999","Gm3800",10,0,1,2,1,3,0,1
"27000","Gm38000",1,0,1,2,4,4,3,1
"27001","Gm38001",12,5,5,10,2,11,7,0
"27002","Gm38002",0,0,0,0,0,0,2,0
"27003","Gm38003",0,0,0,0,0,0,0,0
"27004","Gm38004",0,2,1,0,0,1,0,1
"27005","Gm38005",0,3,14,4,10,5,5,1
"27006","Gm38006",0,0,0,1,1,0,1,0
"27007","Gm38007",0,0,0,0,0,0,0,0
"27008","Gm38008",4,2,6,2,0,11,0,1
"27009","Gm38009",13,10,31,36,16,29,22,23
"27010","Gm38010",13,8,7,23,12,7,2,5
"27011","Gm38011",3,0,5,2,0,0,0,0
"27012","Gm38012",19,1,4,13,17,4,6,1
"27013","Gm38013",0,0,0,0,0,0,0,0
"27014","Gm38014",6,5,24,5,14,16,14,6
"27015","Gm38015",1,0,5,0,2,4,0,0
"27016","Gm38016",0,1,0,0,1,10,2,1
"27017","Gm38017",0,1,1,0,0,0,0,0
"27018","Gm38018",6,7,2,0,1,4,0,6
"27019","Gm38019",1,0,6,2,4,0,8,0
"27020","Gm38020",18,11,24,29,35,28,24,7
"27021","Gm38021",9,9,2,0,8,2,1,0
"27022","Gm38022",0,8,0,1,2,1,1,0
"27023","Gm38024",16,3,9,10,20,5,7,0
"27024","Gm38025",4,2,3,13,6,10,0,0
"27025","Gm38026",21,8,11,6,8,11,1,0
"27026","Gm38027",1,0,0,0,1,0,0,0
"27027","Gm38028",0,0,0,0,0,0,0,0
"27028","Gm38029",1,3,8,16,12,6,11,0
"27029","Gm38030",5,1,4,2,10,14,7,5
"27030","Gm38031",9,4,14,9,7,24,6,5
"27031","Gm38032",5,3,4,1,5,7,1,1
"27032","Gm38033",0,0,0,0,0,0,0,0
"27033","Gm38034",1,4,5,0,13,8,7,11
"27034","Gm38035",0,0,0,0,0,0,0,0
"27035","Gm38036",40,32,12,29,45,32,17,32
"27036","Gm38037",0,0,0,0,0,0,0,0
"27037","Gm38038",6,9,5,1,1,0,7,1
"27038","Gm38039",0,0,0,0,0,0,0,0
"27039","Gm38040",0,0,0,0,0,0,0,0
"27040","Gm38041",5,0,1,8,10,13,5,0
"27041","Gm38042",17,3,27,28,11,21,21,12
"27042","Gm38043",27,16,23,33,33,23,26,5
"27043","Gm38044",0,1,0,1,4,2,3,1
"27044","Gm38045",3,0,2,0,1,1,2,0
"27045","Gm38046",1,0,0,0,3,0,1,0
"27046","Gm38047",3,0,0,6,3,12,0,0
"27047","Gm38048",9,7,15,3,12,11,8,5
"27048","Gm38049",6,4,0,0,0,4,4,0
"27049","Gm38050",3,0,0,0,1,0,0,0
"27050","Gm38051",0,1,0,0,3,1,3,0
"27051","Gm38053",0,0,2,1,2,3,0,0
"27052","Gm38054",1,0,0,0,0,1,3,0
"27053","Gm38055",2,1,4,0,1,0,2,0
"27054","Gm38056",69,69,83,116,92,63,78,51
"27055","Gm38057",28,14,7,6,9,32,29,12
"27056","Gm38058",1,7,2,0,3,9,2,0
"27057","Gm38059",9,8,16,16,2,10,15,8
"27058","Gm38060",1,3,6,4,3,4,0,1
"27059","Gm38061",5,0,0,0,0,0,1,0
"27060","Gm38062",6,4,5,6,5,3,12,1
"27061","Gm38063",0,2,3,0,4,4,3,0
"27062","Gm38064",0,0,0,0,3,1,3,4
"27063","Gm38065",1,0,12,6,2,3,12,1
"27064","Gm38066",16,6,6,10,29,19,17,11
"27065","Gm38067",15,1,15,9,6,8,1,7
"27066","Gm38068",0,2,1,0,8,1,3,0
"27067","Gm38069",6,1,13,7,7,11,14,2
"27068","Gm3807",3,1,8,2,5,1,2,0
"27069","Gm38070",17,15,27,26,34,24,23,16
"27070","Gm38071",13,7,20,7,25,18,17,5
"27071","Gm38072",0,0,0,0,0,0,0,0
"27072","Gm38073",6,19,13,11,10,24,17,3
"27073","Gm38074",0,0,2,4,0,1,0,0
"27074","Gm38075",8,7,11,19,13,15,4,4
"27075","Gm38076",0,5,2,5,9,0,1,0
"27076","Gm38077",41,74,51,59,37,63,74,50
"27077","Gm38078",0,0,0,0,1,1,2,0
"27078","Gm38079",3,2,1,0,0,0,3,0
"27079","Gm38080",4,2,1,7,4,0,3,1
"27080","Gm38081",15,2,18,10,1,16,5,1
"27081","Gm38082",47,22,39,36,60,62,49,26
"27082","Gm38083",15,7,19,11,26,17,10,4
"27083","Gm38084",0,0,0,0,0,0,0,0
"27084","Gm38085",11,2,2,15,14,6,6,2
"27085","Gm38086",0,0,0,0,0,0,0,0
"27086","Gm38087",0,0,4,2,6,9,2,0
"27087","Gm38088",0,0,3,0,2,0,2,0
"27088","Gm38089",3,2,6,12,6,4,1,1
"27089","Gm3809",0,0,0,1,4,8,0,0
"27090","Gm38090",9,11,27,24,18,4,10,0
"27091","Gm38091",6,7,3,18,16,28,12,0
"27092","Gm38092",0,0,0,0,0,0,0,0
"27093","Gm38093",4,2,6,2,10,10,2,0
"27094","Gm38094",0,0,0,0,0,0,0,0
"27095","Gm38095",6,5,6,13,10,7,8,2
"27096","Gm38096",11,6,23,2,14,13,3,1
"27097","Gm38097",1,0,0,0,4,5,0,0
"27098","Gm38098",0,1,2,2,5,7,2,0
"27099","Gm38099",8,3,6,6,8,9,2,1
"27100","Gm381",0,0,0,0,1,0,0,0
"27101","Gm3810",0,2,5,5,1,2,4,0
"27102","Gm38100",5,0,3,0,5,5,2,0
"27103","Gm38101",6,3,7,14,10,21,10,0
"27104","Gm38102",37,13,23,29,10,8,20,2
"27105","Gm38103",0,4,2,0,0,0,2,0
"27106","Gm38104",8,7,7,15,13,12,11,11
"27107","Gm38105",0,7,1,6,8,11,0,0
"27108","Gm38106",7,9,10,20,17,17,19,2
"27109","Gm38107",0,1,0,1,0,0,1,0
"27110","Gm38108",0,2,0,0,0,1,5,0
"27111","Gm38109",0,0,0,0,1,0,0,0
"27112","Gm38110",6,0,0,2,8,3,1,2
"27113","Gm38111",21,15,6,31,20,16,15,5
"27114","Gm38113",0,0,1,0,0,0,2,0
"27115","Gm38114",2,0,9,6,5,6,1,3
"27116","Gm38115",51,51,57,42,69,45,32,19
"27117","Gm38116",0,17,12,1,5,8,14,1
"27118","Gm38117",0,0,3,6,0,1,0,0
"27119","Gm38118",4,9,3,2,7,17,9,5
"27120","Gm38119",0,3,0,3,6,2,0,0
"27121","Gm38120",39,16,18,33,23,55,33,11
"27122","Gm38121",0,0,0,0,0,0,0,0
"27123","Gm38122",0,0,1,0,0,0,0,0
"27124","Gm38123",0,3,7,0,8,9,3,0
"27125","Gm38124",8,12,4,5,0,6,9,3
"27126","Gm38125",14,18,39,20,28,19,30,7
"27127","Gm38126",25,26,32,29,56,52,37,16
"27128","Gm38127",0,0,0,0,0,0,0,0
"27129","Gm38128",3,0,10,7,3,10,4,2
"27130","Gm38130",3,1,4,2,18,7,4,0
"27131","Gm38131",0,0,0,2,0,0,1,0
"27132","Gm38132",0,2,1,0,6,3,2,0
